"BTID";"BLID";"collector";"trapType";"pass";"replicate";"startYear";"startMonth";"startDay";"startHour";"startMinute";"endYear";"endMonth";"endDay";"endHour";"endMinute";"startNESWPhoto_DSC";"endNESWPhoto_DSC";"canolaAdjacent";"percentCanolaBloom";"floralAdjacentNotes";"deployedNotes";"retrievalNotes";"lonTrap";"latTrap";"elevTrap";"locationType";"adjCrop";"oppCrop";"adjCropBloom";"oppCropBloom";"adjMowed";"oppMowed";"created_at";"updated_at";"startjulian";"endjulian";"midjulian";"midyear";"midmonth";"midday";"deployedhours"
"18302-5-DBV-2017";18302;"M. Gavin";"Blue Vane";5;"DBV";2017;6;28;9;19;2017;7;12;9;10;"";"";"";"";"";"";"honey bee hives nearby";0.0;0.0;0;"ditch";"cereal";"cereal";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";179;193;186;2017;7;5;335.85
"18302-5-DPF-2017";18302;"M. Gavin";"Pit Fall";5;"DPF";2017;6;28;9;19;2017;7;12;9;10;"";"";"";"";"";"";"honey bee hives nearby";0.0;0.0;0;"ditch";"cereal";"cereal";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";179;193;186;2017;7;5;335.85
"12826-5-DBV-2017";12826;"M. Gavin";"Blue Vane";5;"DBV";2017;6;28;9;35;2017;7;12;9;20;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"cereal";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";179;193;186;2017;7;5;335.75
"12826-5-DPF-2017";12826;"M. Gavin";"Pit Fall";5;"DPF";2017;6;28;9;35;2017;7;12;9;20;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"cereal";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";179;193;186;2017;7;5;335.75
"15208-5-DBV-2017";15208;"M. Gavin";"Blue Vane";5;"DBV";2017;6;28;9;51;2017;7;12;9;33;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"90";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";179;193;186;2017;7;5;335.7
"15208-5-DPF-2017";15208;"M. Gavin";"Pit Fall";5;"DPF";2017;6;28;9;51;2017;7;12;9;33;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"90";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";179;193;186;2017;7;5;335.7
"25175-5-DBV-2017";25175;"M. Gavin";"Blue Vane";5;"DBV";2017;6;28;10;35;2017;7;12;9;59;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"wetland";"60";"";20;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";179;193;186;2017;7;5;335.4
"25175-5-DPF-2017";25175;"M. Gavin";"Pit Fall";5;"DPF";2017;6;28;10;35;2017;7;12;9;59;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"wetland";"60";"";20;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";179;193;186;2017;7;5;335.4
"16943-5-DBV-2017";16943;"M. Gavin";"Blue Vane";5;"DBV";2017;6;29;8;10;2017;7;13;8;3;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";30;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;335.8833
"16943-5-DPF-2017";16943;"M. Gavin";"Pit Fall";5;"DPF";2017;6;29;8;10;2017;7;13;8;3;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";30;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;335.8833
"14025-5-DBV-2017";14025;"M. Gavin";"Blue Vane";5;"DBV";2017;6;29;8;22;2017;7;13;8;27;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.0833
"14025-5-DPF-2017";14025;"M. Gavin";"Pit Fall";5;"DPF";2017;6;29;8;22;2017;7;13;8;27;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.0833
"14376-5-DBV-2017";14376;"M. Gavin";"Blue Vane";5;"DBV";2017;6;29;8;35;2017;7;13;8;40;"";"";"";"";"";"";"dead vole, 3 dead frogs in pit fall";0.0;0.0;0;"ditch";"pasture";"canola";"";"75";20;15;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.0833
"14376-5-DPF-2017";14376;"M. Gavin";"Pit Fall";5;"DPF";2017;6;29;8;35;2017;7;13;8;40;"";"";"";"";"";"";"dead vole, 3 dead frogs in pit fall";0.0;0.0;0;"ditch";"pasture";"canola";"";"75";20;15;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.0833
"10781-5-DBV-2017";10781;"M. Gavin";"Blue Vane";5;"DBV";2017;6;29;8;45;2017;7;13;8;57;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"cereal";"canola";"";"50";95;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.2
"10781-5-DPF-2017";10781;"M. Gavin";"Pit Fall";5;"DPF";2017;6;29;8;45;2017;7;13;8;57;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"cereal";"canola";"";"50";95;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.2
"12304-5-DBV-2017";12304;"M. Gavin";"Blue Vane";5;"DBV";2017;6;29;8;55;2017;7;13;9;17;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"70";"75";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.3666
"12304-5-DPF-2017";12304;"M. Gavin";"Pit Fall";5;"DPF";2017;6;29;8;55;2017;7;13;9;17;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"70";"75";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.3666
"12000-5-DBV-2017";12000;"M. Gavin";"Blue Vane";5;"DBV";2017;6;29;9;11;2017;7;13;9;33;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";30;25;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.3666
"12000-5-DPF-2017";12000;"M. Gavin";"Pit Fall";5;"DPF";2017;6;29;9;11;2017;7;13;9;33;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";30;25;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.3666
"11399-5-DBV-2017";11399;"M. Gavin";"Blue Vane";5;"DBV";2017;6;29;9;25;2017;7;13;10;1;"";"";"";"";"";"";"blue vane knocked down";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";20;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.6
"11399-5-DPF-2017";11399;"M. Gavin";"Pit Fall";5;"DPF";2017;6;29;9;25;2017;7;13;10;1;"";"";"";"";"";"";"blue vane knocked down";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";20;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.6
"20013-5-DBV-2017";20013;"M. Gavin";"Blue Vane";5;"DBV";2017;6;29;9;45;2017;7;13;10;23;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.6333
"20013-5-DPF-2017";20013;"M. Gavin";"Pit Fall";5;"DPF";2017;6;29;9;45;2017;7;13;10;23;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.6333
"12504-5-DBV-2017";12504;"M. Gavin";"Blue Vane";5;"DBV";2017;6;29;10;9;2017;7;13;10;55;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"90";"90";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.7666
"12504-5-DPF-2017";12504;"M. Gavin";"Pit Fall";5;"DPF";2017;6;29;10;9;2017;7;13;10;55;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"90";"90";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.7666
"10495-5-DBV-2017";10495;"M. Gavin";"Blue Vane";5;"DBV";2017;6;29;10;30;2017;7;13;11;19;"";"";"";"";"";"";"2 dead frogs ";0.0;0.0;0;"ditch";"canola";"peas";"95";"medium";20;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.8166
"10495-5-DPF-2017";10495;"M. Gavin";"Pit Fall";5;"DPF";2017;6;29;10;30;2017;7;13;11;19;"";"";"";"";"";"";"2 dead frogs ";0.0;0.0;0;"ditch";"canola";"peas";"95";"medium";20;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.8166
"20001-5-DBV-2017";20001;"M. Gavin";"Blue Vane";5;"DBV";2017;6;29;10;54;2017;7;13;11;38;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"cereal";"canola";"";"90";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.7333
"20001-5-DPF-2017";20001;"M. Gavin";"Pit Fall";5;"DPF";2017;6;29;10;54;2017;7;13;11;38;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"cereal";"canola";"";"90";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";180;194;187;2017;7;6;336.7333
"25000-5-DBV-2017";25000;"M. Gavin";"Blue Vane";5;"DBV";2017;6;30;7;50;2017;7;14;8;9;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"wetland";"60";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";181;195;188;2017;7;7;336.3166
"25000-5-DPF-2017";25000;"M. Gavin";"Pit Fall";5;"DPF";2017;6;30;7;50;2017;7;14;8;9;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"wetland";"60";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";181;195;188;2017;7;7;336.3166
"25014-5-DBV-2017";25014;"M. Gavin";"Blue Vane";5;"DBV";2017;6;30;11;45;2017;7;14;10;47;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"60";"70";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";181;195;188;2017;7;7;335.0333
"25014-5-DPF-2017";25014;"M. Gavin";"Pit Fall";5;"DPF";2017;6;30;11;45;2017;7;14;10;47;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"60";"70";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";181;195;188;2017;7;7;335.0333
"25007-5-DBV-2017";25007;"M. Gavin";"Blue Vane";5;"DBV";2017;7;4;7;55;2017;7;17;8;2;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"80";"";40;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";185;198;192;2017;7;11;312.1166
"25007-5-DPF-2017";25007;"M. Gavin";"Pit Fall";5;"DPF";2017;7;4;7;55;2017;7;17;8;2;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"80";"";40;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";185;198;192;2017;7;11;312.1166
"25042-5-DBV-2017";25042;"M. Gavin";"Blue Vane";5;"DBV";2017;7;4;11;4;2017;7;17;12;50;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"pasture";"85";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";185;198;192;2017;7;11;313.7666
"25042-5-DPF-2017";25042;"M. Gavin";"Pit Fall";5;"DPF";2017;7;4;11;4;2017;7;17;12;50;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"pasture";"85";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";185;198;192;2017;7;11;313.7666
"25063-5-DBV-2017";25063;"M. Gavin";"Blue Vane";5;"DBV";2017;7;4;9;2;2017;7;18;9;17;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"cereal";"canola";"";"80";95;100;"2018-10-26 11:26:28";"2018-10-26 11:26:28";185;199;192;2017;7;11;336.25
"25063-5-DPF-2017";25063;"M. Gavin";"Pit Fall";5;"DPF";2017;7;4;9;2;2017;7;18;9;17;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"cereal";"canola";"";"80";95;100;"2018-10-26 11:26:28";"2018-10-26 11:26:28";185;199;192;2017;7;11;336.25
"25238-5-DBV-2017";25238;"M. Gavin";"Blue Vane";5;"DBV";2017;7;4;10;8;2017;7;18;10;57;"";"";"";"";"";"";"dead mouse in blue vane, dead shrew in pit fall";0.0;0.0;0;"ditch";"cereal";"canola";"";"95";90;90;"2018-10-26 11:26:28";"2018-10-26 11:26:28";185;199;192;2017;7;11;336.8166
"25238-5-DPF-2017";25238;"M. Gavin";"Pit Fall";5;"DPF";2017;7;4;10;8;2017;7;18;10;57;"";"";"";"";"";"";"dead mouse in blue vane, dead shrew in pit fall";0.0;0.0;0;"ditch";"cereal";"canola";"";"95";90;90;"2018-10-26 11:26:28";"2018-10-26 11:26:28";185;199;192;2017;7;11;336.8166
"25070-5-DBV-2017";25070;"M. Gavin";"Blue Vane";5;"DBV";2017;7;4;10;56;2017;7;18;11;38;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"baled";"40";"";80;90;"2018-10-26 11:26:28";"2018-10-26 11:26:28";185;199;192;2017;7;11;336.7
"25070-5-DPF-2017";25070;"M. Gavin";"Pit Fall";5;"DPF";2017;7;4;10;56;2017;7;18;11;38;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"baled";"40";"";80;90;"2018-10-26 11:26:28";"2018-10-26 11:26:28";185;199;192;2017;7;11;336.7
"25084-5-DBV-2017";25084;"M. Gavin";"Blue Vane";5;"DBV";2017;7;4;13;0;2017;7;18;13;15;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"flax";"canola";"high";"95";60;60;"2018-10-26 11:26:28";"2018-10-26 11:26:28";185;199;192;2017;7;11;336.25
"25084-5-DPF-2017";25084;"M. Gavin";"Pit Fall";5;"DPF";2017;7;4;13;0;2017;7;18;13;15;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"flax";"canola";"high";"95";60;60;"2018-10-26 11:26:28";"2018-10-26 11:26:28";185;199;192;2017;7;11;336.25
"25077-5-DBV-2017";25077;"M. Gavin";"Blue Vane";5;"DBV";2017;7;4;13;22;2017;7;18;14;25;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"canola";"";"20";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";185;199;192;2017;7;11;337.05
"25077-5-DPF-2017";25077;"M. Gavin";"Pit Fall";5;"DPF";2017;7;4;13;22;2017;7;18;14;25;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"canola";"";"20";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";185;199;192;2017;7;11;337.05
"20007-5-DBV-2017";20007;"M. Gavin";"Blue Vane";5;"DBV";2017;7;6;8;6;2017;7;19;7;59;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";30;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;200;194;2017;7;13;311.8833
"20007-5-DPF-2017";20007;"M. Gavin";"Pit Fall";5;"DPF";2017;7;6;8;6;2017;7;19;7;59;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";30;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;200;194;2017;7;13;311.8833
"25035-5-DBV-2017";25035;"M. Gavin";"Blue Vane";5;"DBV";2017;7;6;8;27;2017;7;19;8;16;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"80";"";20;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;200;194;2017;7;13;311.8166
"25035-5-DPF-2017";25035;"M. Gavin";"Pit Fall";5;"DPF";2017;7;6;8;27;2017;7;19;8;16;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"80";"";20;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;200;194;2017;7;13;311.8166
"15993-5-DBV-2017";15993;"M. Gavin";"Blue Vane";5;"DBV";2017;7;6;10;51;2017;7;19;11;15;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"0";"";20;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;200;194;2017;7;13;312.4
"15993-5-DPF-2017";15993;"M. Gavin";"Pit Fall";5;"DPF";2017;7;6;10;51;2017;7;19;11;15;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"0";"";20;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;200;194;2017;7;13;312.4
"10558-5-DBV-2017";10558;"M. Gavin";"Blue Vane";5;"DBV";2017;7;6;11;5;2017;7;19;11;32;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"20";"30";10;10;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;200;194;2017;7;13;312.45
"10558-5-DPF-2017";10558;"M. Gavin";"Pit Fall";5;"DPF";2017;7;6;11;5;2017;7;19;11;32;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"20";"30";10;10;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;200;194;2017;7;13;312.45
"25021-5-DBV-2017";25021;"M. Gavin";"Blue Vane";5;"DBV";2017;7;6;11;20;2017;7;19;11;38;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"1";"40";30;40;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;200;194;2017;7;13;312.3
"25021-5-DPF-2017";25021;"M. Gavin";"Pit Fall";5;"DPF";2017;7;6;11;20;2017;7;19;11;38;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"1";"40";30;40;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;200;194;2017;7;13;312.3
"25140-5-DBV-2017";25140;"M. Gavin";"Blue Vane";5;"DBV";2017;7;5;7;11;2017;7;19;7;14;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";186;200;193;2017;7;12;336.05
"25140-5-DPF-2017";25140;"M. Gavin";"Pit Fall";5;"DPF";2017;7;5;7;11;2017;7;19;7;14;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";186;200;193;2017;7;12;336.05
"25161-5-DBV-2017";25161;"M. Gavin";"Blue Vane";5;"DBV";2017;7;5;8;27;2017;7;19;8;1;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";30;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";186;200;193;2017;7;12;335.5666
"25161-5-DPF-2017";25161;"M. Gavin";"Pit Fall";5;"DPF";2017;7;5;8;27;2017;7;19;8;1;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";30;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";186;200;193;2017;7;12;335.5666
"25126-5-DBV-2017";25126;"M. Gavin";"Blue Vane";5;"DBV";2017;7;5;9;44;2017;7;19;8;35;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";40;40;"2018-10-26 11:26:28";"2018-10-26 11:26:28";186;200;193;2017;7;12;334.85
"25126-5-DPF-2017";25126;"M. Gavin";"Pit Fall";5;"DPF";2017;7;5;9;44;2017;7;19;8;35;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";40;40;"2018-10-26 11:26:28";"2018-10-26 11:26:28";186;200;193;2017;7;12;334.85
"25133-5-DBV-2017";25133;"M. Gavin";"Blue Vane";5;"DBV";2017;7;5;10;46;2017;7;19;9;15;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";40;40;"2018-10-26 11:26:28";"2018-10-26 11:26:28";186;200;193;2017;7;12;334.4833
"25133-5-DPF-2017";25133;"M. Gavin";"Pit Fall";5;"DPF";2017;7;5;10;46;2017;7;19;9;15;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";40;40;"2018-10-26 11:26:28";"2018-10-26 11:26:28";186;200;193;2017;7;12;334.4833
"25245-5-DBV-2017";25245;"M. Gavin";"Blue Vane";5;"DBV";2017;7;5;12;6;2017;7;19;10;6;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"alfalfa";"15";"80";95;95;"2018-10-26 11:26:28";"2018-10-26 11:26:28";186;200;193;2017;7;12;334.0
"25245-5-DPF-2017";25245;"M. Gavin";"Pit Fall";5;"DPF";2017;7;5;12;6;2017;7;19;10;6;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"alfalfa";"15";"80";95;95;"2018-10-26 11:26:28";"2018-10-26 11:26:28";186;200;193;2017;7;12;334.0
"25098-5-DBV-2017";25098;"M. Gavin";"Blue Vane";5;"DBV";2017;7;5;12;23;2017;7;19;11;3;"";"";"";"";"";"";"pivot before canola ";0.0;0.0;0;"ditch";"canola";"peas";"50";"0";50;100;"2018-10-26 11:26:28";"2018-10-26 11:26:28";186;200;193;2017;7;12;334.6666
"25098-5-DPF-2017";25098;"M. Gavin";"Pit Fall";5;"DPF";2017;7;5;12;23;2017;7;19;11;3;"";"";"";"";"";"";"pivot before canola ";0.0;0.0;0;"ditch";"canola";"peas";"50";"0";50;100;"2018-10-26 11:26:28";"2018-10-26 11:26:28";186;200;193;2017;7;12;334.6666
"25147-5-DBV-2017";25147;"M. Gavin";"Blue Vane";5;"DBV";2017;7;5;13;30;2017;7;19;13;42;"";"";"";"";"";"";"blue vane tipped over";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";186;200;193;2017;7;12;336.2
"25147-5-DPF-2017";25147;"M. Gavin";"Pit Fall";5;"DPF";2017;7;5;13;30;2017;7;19;13;42;"";"";"";"";"";"";"blue vane tipped over";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";186;200;193;2017;7;12;336.2
"25154-5-DBV-2017";25154;"M. Gavin";"Blue Vane";5;"DBV";2017;7;6;7;9;2017;7;20;7;35;"";"";"";"";"";"";"c";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";40;40;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;201;194;2017;7;13;336.4333
"25154-5-DPF-2017";25154;"M. Gavin";"Pit Fall";5;"DPF";2017;7;6;7;9;2017;7;20;7;35;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";40;40;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;201;194;2017;7;13;336.4333
"25091-5-DBV-2017";25091;"M. Gavin";"Blue Vane";5;"DBV";2017;7;6;8;20;2017;7;19;12;2;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"alfalfa";"alfalfa";"low ";"50";60;50;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;200;194;2017;7;13;315.7
"25091-5-DPF-2017";25091;"M. Gavin";"Pit Fall";5;"DPF";2017;7;6;8;20;2017;7;19;12;2;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"alfalfa";"alfalfa";"low";"50";60;50;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;200;194;2017;7;13;315.7
"25119-5-DBV-2017";25119;"M. Gavin";"Blue Vane";5;"DBV";2017;7;6;9;33;2017;7;20;8;15;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"pasture";"10";"";50;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;201;194;2017;7;13;334.7
"25119-5-DPF-2017";25119;"M. Gavin";"Pit Fall";5;"DPF";2017;7;6;9;33;2017;7;20;8;15;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"pasture";"10";"";50;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;201;194;2017;7;13;334.7
"25105-5-DBV-2017";25105;"M. Gavin";"Blue Vane";5;"DBV";2017;7;6;11;50;2017;7;20;9;23;"";"";"";"";"";"";"pivot before canola ";0.0;0.0;0;"ditch";"canola";"canola";"70";"40";50;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;201;194;2017;7;13;333.55
"25105-5-DPF-2017";25105;"M. Gavin";"Pit Fall";5;"DPF";2017;7;6;11;50;2017;7;20;9;23;"";"";"";"";"";"";"pivot before canola ";0.0;0.0;0;"ditch";"canola";"canola";"70";"40";50;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;201;194;2017;7;13;333.55
"25112-5-DBV-2017";25112;"M. Gavin";"Blue Vane";5;"DBV";2017;7;6;12;3;2017;7;20;10;33;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"pasture";"10";"";70;70;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;201;194;2017;7;13;334.5
"25112-5-DPF-2017";25112;"M. Gavin";"Pit Fall";5;"DPF";2017;7;6;12;3;2017;7;20;10;33;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"pasture";"10";"";70;70;"2018-10-26 11:26:28";"2018-10-26 11:26:28";187;201;194;2017;7;13;334.5
"13751-5-DBV-2017";13751;"M. Gavin";"Blue Vane";5;"DBV";2017;7;7;8;7;2017;7;21;7;52;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"alfalfa";"canola";"low";"80";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.75
"13751-5-DPF-2017";13751;"M. Gavin";"Pit Fall";5;"DPF";2017;7;7;8;7;2017;7;21;7;52;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"alfalfa";"canola";"low";"80";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.75
"13001-5-DBV-2017";13001;"M. Gavin";"Blue Vane";5;"DBV";2017;7;7;8;21;2017;7;21;8;11;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"peas";"canola";"low";"10";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.8333
"13001-5-DPF-2017";13001;"M. Gavin";"Pit Fall";5;"DPF";2017;7;7;8;21;2017;7;21;8;11;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"peas";"canola";"low";"10";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.8333
"11891-5-DBV-2017";11891;"M. Gavin";"Blue Vane";5;"DBV";2017;7;7;8;39;2017;7;21;8;24;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"cereal";"canola";"";"70";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.75
"11891-5-DPF-2017";11891;"M. Gavin";"Pit Fall";5;"DPF";2017;7;7;8;39;2017;7;21;8;24;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"cereal";"canola";"";"70";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.75
